rank,tier,name,mmr,points,wins,losses,played,winrate,age
1213,2,[看啥]tankboy,3991,236,12,2,14,85.7%,29m
1213,2,Reol,3991,173,8,4,12,66.7%,10m
1213,1,[爱国武术家]可爱的小树,3991,48,1,3,4,25.0%,36m
1216,1,[叫我兔本]王朗,3990,0,0,2,2,0.0%,10m
1217,1,llllllllll,3989,48,1,6,7,14.3%,36m
1218,3,[1990]斗鱼直播继良云,3988,0,0,1,1,0.0%,30m
1218,1,天禄的小鬼本人,3988,0,0,3,3,0.0%,17m
1220,1,llllllllllll,3987,94,2,5,7,28.6%,4m
1221,1,Summer,3986,959,43,38,81,53.1%,24m
1222,1,[月下夜袭]月光下的螳螂,3985,179,6,1,7,85.7%,12m
1222,2,弱智也有春天,3985,0,0,1,1,0.0%,24m
1222,1,Creativity,3985,0,0,4,4,0.0%,6m
1225,1,[野怪也是虫]Misaka,3983,0,0,1,1,0.0%,8m
1226,1,IIIIIIIIIIII,3982,902,22,15,37,59.5%,4m
1226,1,[Holyam]palion,3982,801,20,20,40,50.0%,30m
1226,1,太仓药贩子,3982,0,1,0,1,100.0%,17m
1226,1,嘤嘤嘤,3982,46,1,2,3,33.3%,33m
1230,1,[HeroZP]索伦之眼,3981,2078,330,324,654,50.5%,10m
1230,1,[rush2]DNA,3981,94,2,2,4,50.0%,8m
