rank,tier,name,mmr,points,wins,losses,played,winrate,age
9359,1,레탕,2547,0,0,3,3,0.0%,46m
9367,3,Tonestarcraf,2546,1550,399,445,844,47.3%,21m
9367,1,肥豬寶,2546,1555,124,123,247,50.2%,46m
9367,1,Newskoollee,2546,684,19,28,47,40.4%,46m
9367,1,aker,2546,226,9,12,21,42.9%,48m
9367,3,나는,2546,194,8,7,15,53.3%,25m
9367,1,RainRines,2546,0,2,3,5,40.0%,19m
9373,1,ksy,2545,1640,131,136,267,49.1%,21m
9373,2,SniperAbeter,2545,1491,70,84,154,45.5%,52m
9373,1,scorpion,2545,810,39,40,79,49.4%,28m
9373,1,먹던이,2545,466,13,14,27,48.1%,18m
9373,1,카인일병,2545,74,2,4,6,33.3%,19m
9373,1,[뉴비다]한조,2545,73,1,1,2,50.0%,46m
9373,1,妳媽下面好臭,2545,0,1,2,3,33.3%,19m
9380,3,워런,2544,867,39,41,80,48.8%,53m
9380,1,Haria,2544,555,17,17,34,50.0%,46m
9380,3,lIllIIlIIl,2544,356,15,18,33,45.5%,47m
9380,1,yyfyyf,2544,372,14,15,29,48.3%,19m
9380,1,제이플라,2544,170,6,8,14,42.9%,47m
9380,1,음파는노래를타고,2544,48,4,5,9,44.4%,23m
9380,3,kissme,2544,0,2,4,6,33.3%,47m
9380,1,lunaremily,2544,0,2,4,6,33.3%,46m
9380,1,의열단의이름으로,2544,0,2,5,7,28.6%,24m
9380,1,Marineking,2544,0,1,2,3,33.3%,46m
9380,1,Yan,2544,0,0,6,6,0.0%,19m
9391,1,Onlick,2543,0,0,1,1,0.0%,20m
9392,2,jocomes,2542,1464,394,395,789,49.9%,51m
9392,3,Amos,2542,209,7,8,15,46.7%,53m
9392,3,박캐리,2542,218,7,11,18,38.9%,21m
9392,1,銀色羽翼,2542,140,4,0,4,100.0%,24m
9392,3,[무한오영종]blink,2542,0,1,1,2,50.0%,26m
9392,1,관창,2542,0,0,1,1,0.0%,19m
9398,3,kirop,2541,1080,41,46,87,47.1%,53m
9398,2,AuToWarGamer,2541,228,39,38,77,50.6%,51m
