rank,tier,name,mmr,points,wins,losses,played,winrate,age
7739,1,[홍콩행제리바]으어어어어어엉,2535,524,17,10,27,63.0%,38m
7739,1,야만용사,2535,90,3,3,6,50.0%,12m
7739,1,홍쟁잉,2535,84,2,2,4,50.0%,11m
7739,1,yolo,2535,0,1,1,2,50.0%,39m
7739,1,aksska,2535,0,1,1,2,50.0%,12m
7739,1,IIIIIIIIIIII,2535,0,0,1,1,0.0%,13m
7739,1,동구밖과수원샷,2535,0,0,2,2,0.0%,12m
7747,1,doctypeDT,2534,355,8,9,17,47.1%,39m
7747,1,IanOuO,2534,254,7,9,16,43.8%,38m
7747,2,silver,2534,0,1,1,2,50.0%,14m
7747,1,[상헌과아이들]폭풍프로토스,2534,0,1,4,5,20.0%,39m
7751,1,너를훔칠래,2533,1781,74,73,147,50.3%,38m
7751,1,IlIlIlIlIlIl,2533,284,7,5,12,58.3%,12m
7751,1,합성함수,2533,40,1,2,3,33.3%,12m
7751,1,꿀이라구,2533,0,1,5,6,16.7%,39m
7755,3,MiniTitan,2532,141,9,10,19,47.4%,17m
7755,3,[개굴맨]PIROTZORO,2532,122,6,9,15,40.0%,39m
7755,1,StevenPark,2532,147,5,5,10,50.0%,38m
7755,1,Snow,2532,97,4,3,7,57.1%,16m
7755,1,Stukovspinoy,2532,40,2,1,3,66.7%,12m
7755,2,ball,2532,0,2,3,5,40.0%,14m
7755,1,yyfyyf,2532,0,2,3,5,40.0%,38m
7755,1,키오니로,2532,46,1,1,2,50.0%,38m
7763,3,KimSHomme,2531,792,28,38,66,42.4%,13m
7763,1,동바리,2531,317,9,6,15,60.0%,13m
7763,1,산성빗방울,2531,123,4,5,9,44.4%,39m
7763,1,[즐겜러]Gert,2531,44,2,0,2,100.0%,38m
7763,1,Scenter,2531,0,1,0,1,100.0%,12m
7763,1,Jimmy,2531,38,1,1,2,50.0%,11m
7763,1,[WILL]피난안내도,2531,0,0,4,4,0.0%,11m
7770,1,킹왕질럿,2530,1579,86,86,172,50.0%,38m
7770,1,lol,2530,143,4,5,9,44.4%,16m
7770,2,bahamoot,2530,0,2,4,6,33.3%,14m
7770,1,GOOD,2530,0,0,1,1,0.0%,16m
7774,3,Dreamstar,2529,634,24,27,51,47.1%,39m
7774,1,신경철,2529,518,19,12,31,61.3%,38m
7774,1,SNOW,2529,467,13,11,24,54.2%,13m
7774,3,york,2529,220,8,9,17,47.1%,17m
7774,2,Vision,2529,88,5,7,12,41.7%,40m
7774,1,lllIIIllIl,2529,110,4,5,9,44.4%,11m
7774,1,leebohyeon,2529,84,3,4,7,42.9%,11m
7774,1,[Jamja]은빛매,2529,133,3,4,7,42.9%,39m
7774,1,Ryze,2529,0,3,5,8,37.5%,16m
7774,2,김현진,2529,88,2,1,3,66.7%,19m
